title,type,url_slug,venue,date,location,talk_url,description
HEAP BGP Observatory,Workshop Talk,workshop-kismet,"Workshop on Active Internet Measurements: Knowledge of Internet Structure: Measurement, Epistemology, and Technology (AIMS-KISMET)",2020-02-26,"San Diego, CA",https://www.caida.org/workshops/kismet/2002/,"Introduction to the Hijacking Event Analysis Program (HEAP) developed and deployed at TUM. It detects potential BGP hijacking events and filters false positives based on different indicators."    
